"ID","product","time","user","aspect","norm_asp","polarity","norm_pol","sarst","clause","entities","op_hol"
"10.8.1","Nikon Coolpix 4300","2024-05-09T01:43:51.856Z","User-BEgYb","blurriness","blurriness","neutral","0","STATEMENT","he store clerk concluded that the blurriness may be caused by shaking the camera slightly when i press the button , which is understandable since this camera is lighter than the other two models .","camera, button","Author"
"10.9.1","Nikon Coolpix 4300","2024-05-09T01:43:51.856Z","User-BEgYb","other","other","positive","1","STATEMENT","i ended up purchasing the lumix","","Author"
"10.10.1","Nikon Coolpix 4300","2024-05-09T01:43:51.856Z","User-BEgYb","features","features","positive","1","AFFECTIVE-REACTION","this camera has all the wonderful features","camera, features","Author"
"10.11.1","Nikon Coolpix 4300","2024-05-09T01:43:51.856Z","User-BEgYb","camera","camera","negative","-1","AFFECTIVE-REACTION","i doubt it 'll perform well in lower light settings","hands, person, settings","Author"
"11.1.1","Nikon Coolpix 4300","2024-05-11T16:08:49.051Z","User-Nkmhc","nikon 4300","camera","neutral","0","STATEMENT","I purchased the nikon 4300 after several weeks of searching .","","Author"
"11.2.1","Nikon Coolpix 4300","2024-05-11T16:08:49.051Z","User-Nkmhc","camera","camera","neutral","0","STATEMENT","The value, name, and resolution signed the lease.","","Author"
"11.3.1","Nikon Coolpix 4300","2024-05-11T16:08:49.051Z","User-Nkmhc","picture","pictures","positive","1","AFFECTIVE-REACTION","this nikon takes incredible pictures .","","Author"
"11.4.1","Nikon Coolpix 4300","2024-05-11T16:08:49.051Z","User-Nkmhc","digital zoom","zoom","positive","1","STATEMENT","The digital zoom takes as good of pictures","","Author"
"11.4.2","Nikon Coolpix 4300","2024-05-11T16:08:49.051Z","User-Nkmhc","optical zoom","zoom","positive","1","STATEMENT","as the optical zoom does !","","Author"
"11.5.1","Nikon Coolpix 4300","2024-05-11T16:08:49.051Z","User-Nkmhc","picture","pictures","negative","-1","AFFECTIVE-REACTION","The inside pics, can be a bit challenging","camera, bit","Others"
"11.5.2","Nikon Coolpix 4300","2024-05-11T16:08:49.051Z","User-Nkmhc","deleting pics","deleting pics","negative","-1","AFFECTIVE-REACTION","when you can instantly delete pics you dont like","camera, bit","Others"
"11.5.3","Nikon Coolpix 4300","2024-05-11T16:08:49.051Z","User-Nkmhc","focusing","focusing","negative","-1","AFFECTIVE-REACTION","that are not focused perfectly","camera, bit","Others"
"11.5.4","Nikon Coolpix 4300","2024-05-11T16:08:49.051Z","User-Nkmhc","lighting adjustments","lighting adjustments","neutral","0","STATEMENT","or need lighting adjustments","camera, bit","Others"
"11.5.5","Nikon Coolpix 4300","2024-05-11T16:08:49.051Z","User-Nkmhc","camera","camera","positive","1","AFFECTIVE-REACTION","make this camera very simple and effective .","camera, bit","Others"
"11.6.1","Nikon Coolpix 4300","2024-05-11T16:08:49.051Z","User-Nkmhc","picture","pictures","positive","1","SENTIMENT","I love all of the features","features","Author"
"11.7.1","Nikon Coolpix 4300","2024-05-11T16:08:49.051Z","User-Nkmhc","sunset feature","sunset feature","positive","1","AFFECTIVE-REACTION","Sunset feature takes incredible pics in the morning, and the evening !","","Author"
"11.8.1","Nikon Coolpix 4300","2024-05-11T16:08:49.051Z","User-Nkmhc","software","software","positive","1","AFFECTIVE-REACTION","The software you get with this camera is perfect .","camera","Others"
"11.9.1","Nikon Coolpix 4300","2024-05-11T16:08:49.051Z","User-Nkmhc","touchups","touchups","positive","1","AFFECTIVE-REACTION","Touchups, redeye, and so on are very easy to alter","","Author"
"11.9.2","Nikon Coolpix 4300","2024-05-11T16:08:49.051Z","User-Nkmhc","redeye","redeye","positive","1","AFFECTIVE-REACTION","Touchups, redeye, and so on are very easy to alter","","Author"
"11.10.1","Nikon Coolpix 4300","2024-05-11T16:08:49.051Z","User-Nkmhc","memory card","memory card","positive","1","STATEMENT","I definately recommend a large memory card .","memory","Author"
"11.11.1","Nikon Coolpix 4300","2024-05-11T16:08:49.051Z","User-Nkmhc","memory card","memory card","neutral","0","STATEMENT","I use a 128mb card , and usually get around 70 to 100 pics 1024-1280 res.","","Author"
"11.11.2","Nikon Coolpix 4300","2024-05-11T16:08:49.051Z","User-Nkmhc","resolution","resolution","positive","1","AFFECTIVE-REACTION","with good resolution .","","Author"
"11.12.1","Nikon Coolpix 4300","2024-05-11T16:08:49.051Z","User-Nkmhc","picture","pictures","neutral","0","STATEMENT","Very large pics take 8mb each !","pics, Very","Author"
"11.13.1","Nikon Coolpix 4300","2024-05-11T16:08:49.051Z","User-Nkmhc","battery life","battery","positive","1","AFFECTIVE-REACTION","Battery life is good","","Author"
"11.13.2","Nikon Coolpix 4300","2024-05-11T16:08:49.051Z","User-Nkmhc","rechargeable batteries","battery","neutral","0","STATEMENT","although I recommend two rechargebles","","Author"
"11.13.3","Nikon Coolpix 4300","2024-05-11T16:08:49.051Z","User-Nkmhc","alkaline backup","alkaline backup","neutral","0","STATEMENT","or a alkaline backup","","Author"
"11.13.4","Nikon Coolpix 4300","2024-05-11T16:08:49.051Z","User-Nkmhc","emergency pics","pictures","neutral","0","STATEMENT","for those emergency pics you have to have .","","Author"
"11.14.1","Nikon Coolpix 4300","2024-05-11T16:08:49.051Z","User-Nkmhc","camera","camera","positive","1","AFFECTIVE-REACTION","i am extremely pleased with this camera .","camera","Author"
"11.15.1","Nikon Coolpix 4300","2024-05-11T16:08:49.051Z","User-Nkmhc","other","other","neutral","0","STATEMENT","Making the step from film to digital has been a great move .","digital, move","Author"
"11.16.1","Nikon Coolpix 4300","2024-05-11T16:08:49.051Z","User-Nkmhc","other","other","positive","1","STATEMENT","I find myself emailing pics to everyone I know .","","Author"
"11.17.1","Nikon Coolpix 4300","2024-05-11T16:08:49.051Z","User-Nkmhc","camera","camera","positive","1","AFFECTIVE-REACTION","Great camera","","Author"
"11.17.2","Nikon Coolpix 4300","2024-05-11T16:08:49.051Z","User-Nkmhc","investment","investment","positive","1","AFFECTIVE-REACTION","great investment !","","Author"
"12.1.1","Nikon Coolpix 4300","2024-05-02T21:19:58.814Z","User-sMHPS","other","other","neutral","0","STATEMENT","This is my second digital camera","","Author"
"12.2.1","Nikon Coolpix 4300","2024-05-02T21:19:58.814Z","User-sMHPS","use","usability","positive","1","AFFECTIVE-REACTION","easy to use","coolpix, size","Author"
"12.2.2","Nikon Coolpix 4300","2024-05-02T21:19:58.814Z","User-sMHPS","quality","quality","positive","1","AFFECTIVE-REACTION","high quality","coolpix, size","Author"
"12.2.3","Nikon Coolpix 4300","2024-05-02T21:19:58.814Z","User-sMHPS","size","size","positive","1","AFFECTIVE-REACTION","and compact in size","coolpix, size","Author"
"12.3.1","Nikon Coolpix 4300","2024-05-02T21:19:58.814Z","User-sMHPS","battery","battery","positive","1","STATEMENT","With an extra battery and a couple of good sized memory cards you are all set for a day of picture taking while on vacation .","","Author"
"12.3.2","Nikon Coolpix 4300","2024-05-02T21:19:58.814Z","User-sMHPS","memory card","memory card","positive","1","STATEMENT","With an extra battery and a couple of good sized memory cards you are all set for a day of picture taking while on vacation .","","Author"
"12.4.1","Nikon Coolpix 4300","2024-05-02T21:19:58.814Z","User-sMHPS","auto settings","auto settings","positive","1","STATEMENT","The auto setting does a great job most of the time","auto, settings, job","Author"
"12.5.1","Nikon Coolpix 4300","2024-05-02T21:19:58.814Z","User-sMHPS","nikon coolpix 4300","camera","positive","1","STATEMENT","If something were to happen to my nikon coolpix 4300, i would order another just like it","","Author"
"13.1.1","Nikon Coolpix 4300","2024-05-06T17:24:32.356Z","User-RXT9W","nikon coolpix 4300","camera","neutral","0","STATEMENT","After much research I decided on the nikon coolpix 4300.","","Author"
"13.2.1","Nikon Coolpix 4300","2024-05-06T17:24:32.356Z","User-RXT9W","camera","camera","positive","1","AFFECTIVE-REACTION","It has many great features and very few bad ones.","ones, features","Author"
"13.3.1","Nikon Coolpix 4300","2024-05-06T17:24:32.356Z","User-RXT9W","picture quality","pictures","positive","1","AFFECTIVE-REACTION","It takes excellent pics","pics","Author"
"13.3.2","Nikon Coolpix 4300","2024-05-06T17:24:32.356Z","User-RXT9W","use","usability","positive","1","AFFECTIVE-REACTION","is very easy to use","pics","Author"
"13.4.1","Nikon Coolpix 4300","2024-05-06T17:24:32.356Z","User-RXT9W","pics","pictures","negative","-1","AFFECTIVE-REACTION","If you can't get great pics from this camera","pics","Others"
"13.5.1","Nikon Coolpix 4300","2024-05-06T17:24:32.356Z","User-RXT9W","lcd","lcd","negative","-1","AFFECTIVE-REACTION","the lcd is hard to read in daylight","lcd, daylight","Author"
"13.6.1","Nikon Coolpix 4300","2024-05-06T17:24:32.356Z","User-RXT9W","download speed","download speed","positive","1","AFFECTIVE-REACTION","Downloads are a snap and quick.","","Author"
"13.7.1","Nikon Coolpix 4300","2024-05-06T17:24:32.356Z","User-RXT9W","control","control","positive","1","AFFECTIVE-REACTION","Controls easy to use and easy to get to.","","Author"
"13.8.1","Nikon Coolpix 4300","2024-05-06T17:24:32.356Z","User-RXT9W","camera","camera","positive","1","AFFECTIVE-REACTION","I'm extremely glad I bought this camera.","","Author"
"14.1.1","Nikon Coolpix 4300","2024-05-01T04:52:43.771Z","User-s61xn","camera","camera","positive","1","SENTIMENT","Really happy with this little camera .","camera","Author"
"14.2.1","Nikon Coolpix 4300","2024-05-01T04:52:43.771Z","User-s61xn","size","size","positive","1","AFFECTIVE-REACTION","It isn't big and offensive","","Author"
"14.2.2","Nikon Coolpix 4300","2024-05-01T04:52:43.771Z","User-s61xn","image quality","pictures","positive","1","STATEMENT","you would n't know it by looking at the pics it takes","","Author"
"14.3.1","Nikon Coolpix 4300","2024-05-01T04:52:43.771Z","User-s61xn","settings","settings","negative","-1","STATEMENT","still learning a few of the settings","","Author"
"14.4.1","Nikon Coolpix 4300","2024-05-01T04:52:43.771Z","User-s61xn","picture","pictures","positive","1","STATEMENT","beautiful pics and beautiful prints","prints, pics","Author"
"14.4.2","Nikon Coolpix 4300","2024-05-01T04:52:43.771Z","User-s61xn","image quality","pictures","positive","1","AFFECTIVE-REACTION","beautiful pics and beautiful prints","prints, pics","Author"
"14.5.1","Nikon Coolpix 4300","2024-05-01T04:52:43.771Z","User-s61xn","zoomed image","zoom","positive","1","AFFECTIVE-REACTION","the zoomed images are quite impressive","quality, images","Author"
"14.6.1","Nikon Coolpix 4300","2024-05-01T04:52:43.771Z","User-s61xn","memory card","memory card","positive","1","STATEMENT","it holds a lot of pics at any resolution","","Author"
"14.7.1","Nikon Coolpix 4300","2024-05-01T04:52:43.771Z","User-s61xn","image quality","pictures","negative","-1","STATEMENT","I only wish you could get high quality tiff images at all resolutions","","Author"
"14.8.1","Nikon Coolpix 4300","2024-05-01T04:52:43.771Z","User-s61xn","camera","camera","positive","1","AFFECTIVE-REACTION","a great camera for the money","m, perspective, camera, camper","Author"
"15.1.1","Nikon Coolpix 4300","2024-05-13T01:09:25.636Z","User-PSnA1","camera","camera","positive","1","AFFECTIVE-REACTION","This is a wonderful camera .","camera","Author"
"15.2.1","Nikon Coolpix 4300","2024-05-13T01:09:25.636Z","User-PSnA1","other","other","neutral","0","STATEMENT","My wife and I read and read and read reviews on different cameras for months .","","Author, Others"
"15.3.1","Nikon Coolpix 4300","2024-05-13T01:09:25.636Z","User-PSnA1","camera","camera","positive","1","STATEMENT","since have never had buyer's remorse .","buyer","Author"
"15.4.1","Nikon Coolpix 4300","2024-05-13T01:09:25.636Z","User-PSnA1","4 mp","4 mp","neutral","0","STATEMENT","4 mp gives you room for the future gaining experience","offsets, camera","Others"
"15.4.2","Nikon Coolpix 4300","2024-05-13T01:09:25.636Z","User-PSnA1","cost","price","negative","-1","AFFECTIVE-REACTION","cost offsets over time from wanting more in a camera","offsets, camera","Others"
"15.4.3","Nikon Coolpix 4300","2024-05-13T01:09:25.636Z","User-PSnA1","optical zoom","zoom","negative","-1","AFFECTIVE-REACTION","3x optical and the fact that it carries nikon's quality reputation behind it","offsets, camera","Others"
"15.4.4","Nikon Coolpix 4300","2024-05-13T01:09:25.636Z","User-PSnA1","quality reputation","quality reputation","negative","-1","AFFECTIVE-REACTION","the fact that it carries nikon's quality reputation behind it","offsets, camera","Others"
"15.4.5","Nikon Coolpix 4300","2024-05-13T01:09:25.636Z","User-PSnA1","package value","package value","positive","1","STATEMENT","make the whole package prove itself worthwhile at the price .","offsets, camera","Others"
"15.5.1","Nikon Coolpix 4300","2024-05-13T01:09:25.636Z","User-PSnA1","picture","pictures","positive","1","STATEMENT","no problem for the camera - rooms looked like they had ample lighting .","lighting, thing, rooms, camera","Author"
"16.1.1","Nikon Coolpix 4300","2024-05-20T22:45:27.035Z","User-fkd4D","camera","camera","positive","1","SENTIMENT","This little camera has created a marriage between myself and nikon","nikon","Author"
"16.2.1","Nikon Coolpix 4300","2024-05-20T22:45:27.035Z","User-fkd4D","software","software","positive","1","AFFECTIVE-REACTION","The software that comes with it is amazing","service","Author"
"16.2.2","Nikon Coolpix 4300","2024-05-20T22:45:27.035Z","User-fkd4D","online service","online service","positive","1","AFFECTIVE-REACTION","the online service that comes free is really very neat","service","Author"
"16.2.3","Nikon Coolpix 4300","2024-05-20T22:45:27.035Z","User-fkd4D","photo quality","pictures","positive","1","AFFECTIVE-REACTION","clean clear and well focused on over 95 % of all photos taken by a beginner","service","Author"
"16.3.1","Nikon Coolpix 4300","2024-05-20T22:45:27.035Z","User-fkd4D","camera","camera","positive","1","AFFECTIVE-REACTION","100 % perfect if you put some thought and time into reading the manual before you take the photos","","Others"
"16.4.1","Nikon Coolpix 4300","2024-05-20T22:45:27.035Z","User-fkd4D","camera","camera","neutral","0","STATEMENT","I took the camera and just gave it to someone","","Author"
"16.5.1","Nikon Coolpix 4300","2024-05-20T22:45:27.035Z","User-fkd4D","camera","camera","neutral","0","STATEMENT","No instructions","","Author"
"16.6.1","Nikon Coolpix 4300","2024-05-20T22:45:27.035Z","User-fkd4D","photo quality","pictures","positive","1","AFFECTIVE-REACTION","Just point and shoot and the photos were great","photos","Author"
"16.7.1","Nikon Coolpix 4300","2024-05-20T22:45:27.035Z","User-fkd4D","camera","camera","positive","1","STATEMENT","Just imagine if you place a bit of knowledge when you take your photos","","Author"
"16.8.1","Nikon Coolpix 4300","2024-05-20T22:45:27.035Z","User-fkd4D","memory card","memory card","positive","1","AFFECTIVE-REACTION","The memory card fit nicely since i also have a pocket pc and it automatically installed a picture software on my pda wolla","memory","Author"
"16.9.1","Nikon Coolpix 4300","2024-05-20T22:45:27.035Z","User-fkd4D","other","other","positive","1","STATEMENT","My pda became a digital album","","Author"
"16.10.1","Nikon Coolpix 4300","2024-05-20T22:45:27.035Z","User-fkd4D","memory card","memory card","positive","1","STATEMENT","I have a 128mb card in it and can shoot over 150 hi res photos","","Author"
"16.11.1","Nikon Coolpix 4300","2024-05-20T22:45:27.035Z","User-fkd4D","camera","camera","positive","1","AFFECTIVE-REACTION","If you have to buy a camera on a budget, this has got to be the one","","Author"
"16.12.1","Nikon Coolpix 4300","2024-05-20T22:45:27.035Z","User-fkd4D","camera","camera","positive","1","STATEMENT","Go get it","","Author"
"16.13.1","Nikon Coolpix 4300","2024-05-20T22:45:27.035Z","User-fkd4D","camera","camera","neutral","0","STATEMENT","Before they are sold out !","","Author"
"17.1.1","Nikon Coolpix 4300","2024-05-18T11:44:56.502Z","User-dPnrE","camera","camera","positive","1","AFFECTIVE-REACTION","Great camera","usage, camera","Author"
"17.1.2","Nikon Coolpix 4300","2024-05-18T11:44:56.502Z","User-dPnrE","results","results","positive","1","AFFECTIVE-REACTION","got excellent results","usage, camera","Author"
"17.1.3","Nikon Coolpix 4300","2024-05-18T11:44:56.502Z","User-dPnrE","usage","usage","positive","1","STATEMENT","simple friendly usage","usage, camera","Author"
"18.1.1","Nikon Coolpix 4300","2024-05-06T00:43:18.077Z","User-z7rQG","camera","camera","neutral","0","STATEMENT","I bought my nikon coolpix4300 about a week ago .","","Author"
"18.2.1","Nikon Coolpix 4300","2024-05-06T00:43:18.077Z","User-z7rQG","features","features","positive","1","AFFECTIVE-REACTION","i can say that i am quite impressed with the features that it has .","","Author"
"18.3.1","Nikon Coolpix 4300","2024-05-06T00:43:18.077Z","User-z7rQG","usability","usability","positive","1","AFFECTIVE-REACTION","It is easy enough to use for a beginner like me","enough","Others"
"18.3.2","Nikon Coolpix 4300","2024-05-06T00:43:18.077Z","User-z7rQG","features","features","positive","1","STATEMENT","it has plenty of features for me to grow into","enough","Others"
"18.4.1","Nikon Coolpix 4300","2024-05-06T00:43:18.077Z","User-z7rQG","macro shots","macro shots","positive","1","STATEMENT","I particularly like the way it aids me in taking my macro shots .","","Author"
"18.5.1","Nikon Coolpix 4300","2024-05-06T00:43:18.077Z","User-z7rQG","picture quality","pictures","positive","1","AFFECTIVE-REACTION","My friends were impressed with the quality of the pictures i took !","friends, quality","Author"
"18.6.1","Nikon Coolpix 4300","2024-05-06T00:43:18.077Z","User-z7rQG","autofocus","auto focus","negative","-1","STATEMENT","One downside though is that autofocus does not work well when battery is low .","battery","Author"
"18.7.1","Nikon Coolpix 4300","2024-05-06T00:43:18.077Z","User-z7rQG","autofocus","auto focus","neutral","0","STATEMENT","I assume this is the case for most cameras since it does not have enough power to do autofocus .","","Author"
"18.8.1","Nikon Coolpix 4300","2024-05-06T00:43:18.077Z","User-z7rQG","battery life","battery","neutral","0","STATEMENT","Battery life is ok .","Battery","Author"
"18.9.1","Nikon Coolpix 4300","2024-05-06T00:43:18.077Z","User-z7rQG","battery","battery","neutral","0","STATEMENT","I plan on buying a second battery","","Author"
"18.9.2","Nikon Coolpix 4300","2024-05-06T00:43:18.077Z","User-z7rQG","storage","storage","positive","1","AFFECTIVE-REACTION","a larger cf for it","","Author"
"19.1.1","Nikon Coolpix 4300","2024-05-12T04:36:30.073Z","User-W3jC4","camera","camera","positive","1","AFFECTIVE-REACTION","Great camera, and for the price you can't beat it.","camera","Others"
"19.2.1","Nikon Coolpix 4300","2024-05-12T04:36:30.073Z","User-W3jC4","usage","usage","neutral","0","STATEMENT","I've been using it for about 3 months now.","","Author"
"19.3.1","Nikon Coolpix 4300","2024-05-12T04:36:30.073Z","User-W3jC4","menus","menu","positive","1","AFFECTIVE-REACTION","learned how to maneuver through the menus quickly.","controls","Author"
"19.4.1","Nikon Coolpix 4300","2024-05-12T04:36:30.073Z","User-W3jC4","quality","quality","positive","1","AFFECTIVE-REACTION","The quality is superb.","","Author"
"19.5.1","Nikon Coolpix 4300","2024-05-12T04:36:30.073Z","User-W3jC4","size","size","positive","1","AFFECTIVE-REACTION","The small size is perfect for my little hands","hands, person","Author"
"19.5.2","Nikon Coolpix 4300","2024-05-12T04:36:30.073Z","User-W3jC4","comfort","comfort","negative","-1","AFFECTIVE-REACTION","but may perhaps be uncomfortable or awkward for a bigger person.","hands, person","Author"
"20.1.1","Nikon Coolpix 4300","2024-05-15T02:53:28.966Z","User-upDR9","model 880, 885","model 880, 885","positive","1","AFFECTIVE-REACTION","i find them to produce excellent quality photos","","Author"
"20.2.1","Nikon Coolpix 4300","2024-05-15T02:53:28.966Z","User-upDR9","nikon","camera","positive","1","SENTIMENT","i find nikon to be a brand that i can trust","brand, package","Author"
"20.3.1","Nikon Coolpix 4300","2024-05-15T02:53:28.966Z","User-upDR9","flash card","flash card","neutral","0","STATEMENT","It comes with a 16mb flash card that you will need to upgrade","card","Author"
"20.4.1","Nikon Coolpix 4300","2024-05-15T02:53:28.966Z","User-upDR9","256mb card","memory card","positive","1","STATEMENT","have been hard-pressed to fill it over a weekend","","Author"
"20.6.1","Nikon Coolpix 4300","2024-05-15T02:53:28.966Z","User-upDR9","rechargeable battery","battery","negative","-1","STATEMENT","that does not seem to last all that long","","Author"
"20.7.1","Nikon Coolpix 4300","2024-05-15T02:53:28.966Z","User-upDR9","extra battery","battery","positive","1","STATEMENT","a good idea to purchase an extra battery","","Author"
"20.8.1","Nikon Coolpix 4300","2024-05-15T02:53:28.966Z","User-upDR9","auto-focus assist light","auto focus","negative","-1","AFFECTIVE-REACTION","It does not have an auto-focus assist light","shots, camera, situations, assist","Author"
"20.9.1","Nikon Coolpix 4300","2024-05-15T02:53:28.966Z","User-upDR9","auto-focus assist light","auto focus","neutral","0","STATEMENT","not a major issue, but it can be slightly annoying","things","Author"
"20.10.1","Nikon Coolpix 4300","2024-05-15T02:53:28.966Z","User-upDR9","3x optical zoom","zoom","neutral","0","STATEMENT","It has a 3x optical zoom","","Author"
"20.11.1","Nikon Coolpix 4300","2024-05-15T02:53:28.966Z","User-upDR9","optical zoom","zoom","negative","-1","STATEMENT","you sacrifice weight and size","","Author"
"20.12.1","Nikon Coolpix 4300","2024-05-15T02:53:28.966Z","User-upDR9","digital zoom","zoom","negative","-1","STATEMENT","but you sacrifice quality","","Author"
"20.15.1","Nikon Coolpix 4300","2024-05-15T02:53:28.966Z","User-upDR9","manual mode","manual mode","neutral","0","STATEMENT","this is not really a hindrance","shudder","Others"
"20.16.1","Nikon Coolpix 4300","2024-05-15T02:53:28.966Z","User-upDR9","drawbacks","drawbacks","positive","1","AFFECTIVE-REACTION","these are the only drawbacks this camera has","","Author"
"20.18.1","Nikon Coolpix 4300","2024-05-15T02:53:28.966Z","User-upDR9","camera","camera","positive","1","AFFECTIVE-REACTION","It really is an awesome camera that is hard to beat","camera","Author"
"20.19.1","Nikon Coolpix 4300","2024-05-15T02:53:28.966Z","User-upDR9","durability","durability","positive","1","STATEMENT","they hold up really well","","Author"
"20.20.1","Nikon Coolpix 4300","2024-05-15T02:53:28.966Z","User-upDR9","macro shots","macro shots","positive","1","AFFECTIVE-REACTION","They take excellent macro shots","","Author"
"20.21.1","Nikon Coolpix 4300","2024-05-15T02:53:28.966Z","User-upDR9","menus and features","menu","positive","1","AFFECTIVE-REACTION","are easy to manipulate and access","menus, features","Author"
"21.1.1","Nikon Coolpix 4300","2024-05-24T22:20:05.601Z","User-slULw","camera","camera","positive","1","STATEMENT","it's value for money","","Author"
"21.2.1","Nikon Coolpix 4300","2024-05-24T22:20:05.601Z","User-slULw","pictures","pictures","positive","1","AFFECTIVE-REACTION","The pictures are amazing","picturers","Author"
"21.3.1","Nikon Coolpix 4300","2024-05-24T22:20:05.601Z","User-slULw","camera","camera","positive","1","STATEMENT","just buy this one","time","Author"
"21.4.1","Nikon Coolpix 4300","2024-05-24T22:20:05.601Z","User-slULw","nikon 4300","camera","positive","1","AFFECTIVE-REACTION","Don't get any better then the nikon 4300","","Author"
"22.1.1","Nikon Coolpix 4300","2024-05-01T20:40:05.262Z","User-odrBi","brand","brand","positive","1","STATEMENT","I am a nikon fan","","Author"
"22.2.1","Nikon Coolpix 4300","2024-05-01T20:40:05.262Z","User-odrBi","camera","camera","neutral","0","STATEMENT","Recently bought this coolpix 4300 along with a 256mb ultra flash card","card, pixel, ultra, combos","Author"
"22.2.2","Nikon Coolpix 4300","2024-05-01T20:40:05.262Z","User-odrBi","picture quality","pictures","positive","1","AFFECTIVE-REACTION","qualities of the picture are excellent","card, pixel, ultra, combos","Author"
"22.2.3","Nikon Coolpix 4300","2024-05-01T20:40:05.262Z","User-odrBi","user-friendly functions","user-friendly functions","positive","1","AFFECTIVE-REACTION","many of the user-friendly functions are very similar to slr models","card, pixel, ultra, combos","Author"
"22.3.1","Nikon Coolpix 4300","2024-05-01T20:40:05.262Z","User-odrBi","txt file","txt file","positive","1","STATEMENT","I particularly like the 'txt' file which records all the control information for all the pictures you take","","Author"
"22.4.1","Nikon Coolpix 4300","2024-05-01T20:40:05.262Z","User-odrBi","compact digital camera","compact digital camera","positive","1","STATEMENT","The compact digital camera is especially useful if you have little children around","camera, children","Others"
"22.5.1","Nikon Coolpix 4300","2024-05-01T20:40:05.262Z","User-odrBi","flash card","flash card","positive","1","STATEMENT","Try to buy a high capacity ultra card, as it 's 2x as faster as the regular cf card","card, capacity","Author"
"22.6.1","Nikon Coolpix 4300","2024-05-01T20:40:05.262Z","User-odrBi","time saving","time saving","positive","1","STATEMENT","Consider the time you save during picture taking especially not missing a good moment","moment, picture, money","Others"
"22.7.1","Nikon Coolpix 4300","2024-05-01T20:40:05.262Z","User-odrBi","battery","battery","positive","1","AFFECTIVE-REACTION","An extra rechargeable en-el 1 battery is also handy","battery","Others"
"22.8.1","Nikon Coolpix 4300","2024-05-01T20:40:05.262Z","User-odrBi","rechargeable","battery","positive","1","STATEMENT","Use the rechargeable because that saves you money and helps the environment in a long run","environment, money","Others"
"22.9.1","Nikon Coolpix 4300","2024-05-01T20:40:05.262Z","User-odrBi","storage capacity","storage capacity","negative","-1","AFFECTIVE-REACTION","for 'fine and 2200 +' quality pictures, one ultra 256mb cf card can only hold 130-140 pics","thing, quality","Author"
"22.10.1","Nikon Coolpix 4300","2024-05-01T20:40:05.262Z","User-odrBi","expectation","expectation","negative","-1","STATEMENT","I would expect the card to hold over 200 pictures for size of 1.2 mb/per","","Author"
"22.11.1","Nikon Coolpix 4300","2024-05-01T20:40:05.262Z","User-odrBi","clarification","clarification","neutral","0","STATEMENT","Anybody can explain that?","","Author"
"22.12.1","Nikon Coolpix 4300","2024-05-01T20:40:05.262Z","User-odrBi","nikon","camera","positive","1","SENTIMENT","A nikon will make you happier and leave you lots of good memories, as always","","Author"
"23.1.1","Nikon Coolpix 4300","2024-05-26T21:59:09.624Z","User-yQSxu","camera","camera","positive","1","AFFECTIVE-REACTION","I highly recommend this camera","pictures, camera","Author"
"23.1.2","Nikon Coolpix 4300","2024-05-26T21:59:09.624Z","User-yQSxu","digital camera","digital camera","positive","1","STATEMENT","a good digital camera that takes great pictures","pictures, camera","Author"
"23.1.3","Nikon Coolpix 4300","2024-05-26T21:59:09.624Z","User-yQSxu","operating ease","operating ease","positive","1","STATEMENT","doesn't take weeks to figure out how to operate","pictures, camera","Author"
"23.2.1","Nikon Coolpix 4300","2024-05-26T21:59:09.624Z","User-yQSxu","quality","quality","positive","1","SENTIMENT","are constantly amazed at the quality of the pictures","pictures","Author"
"23.2.2","Nikon Coolpix 4300","2024-05-26T21:59:09.624Z","User-yQSxu","versatility","versatility","positive","1","AFFECTIVE-REACTION","the number of different ways the camera allows for pictures to be taken","pictures","Author"
"23.3.1","Nikon Coolpix 4300","2024-05-26T21:59:09.624Z","User-yQSxu","camera","camera","positive","1","STATEMENT","this camera will not let you down","","Author"
"24.1.1","Nikon Coolpix 4300","2024-05-11T08:02:05.425Z","User-KVFnt","budget","price","neutral","0","STATEMENT","let's start with my needs: 1 $500 budget","size","Author"
"24.1.2","Nikon Coolpix 4300","2024-05-11T08:02:05.425Z","User-KVFnt","resolution","resolution","neutral","0","STATEMENT","2 4mp resolution","size","Author"
"24.1.3","Nikon Coolpix 4300","2024-05-11T08:02:05.425Z","User-KVFnt","optical clarity and color","optics","neutral","0","STATEMENT","3 optical clarity and color","size","Author"
"24.1.4","Nikon Coolpix 4300","2024-05-11T08:02:05.425Z","User-KVFnt","shutter lag","shutter lag","negative","-1","AFFECTIVE-REACTION","4 fast - very little shutter lag","size","Author"
"24.1.5","Nikon Coolpix 4300","2024-05-11T08:02:05.425Z","User-KVFnt","compact size","compact size","positive","1","STATEMENT","5 compact size","size","Author"
"24.1.6","Nikon Coolpix 4300","2024-05-11T08:02:05.425Z","User-KVFnt","camera grip","camera grip","positive","1","AFFECTIVE-REACTION","6 good camera grip to minimize camera shake","size","Author"
"24.2.1","Nikon Coolpix 4300","2024-05-11T08:02:05.425Z","User-KVFnt","research","research","neutral","0","STATEMENT","For three months, I've researched the internet and magazines","test","Author"
"24.3.1","Nikon Coolpix 4300","2024-05-11T08:02:05.425Z","User-KVFnt","nikon coolpix 4300","camera","positive","1","AFFECTIVE-REACTION","And I finally settled on the nikon coolpix 4300","","Author"
"24.4.1","Nikon Coolpix 4300","2024-05-11T08:02:05.425Z","User-KVFnt","camera","camera","positive","1","STATEMENT","this camera has exceeded my expectations","camera, expectations","Author"
